CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
4207,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,11617,16964.078338903375,,5347.078338903375
4208,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,11979,16864.006567335877,,4885.006567335877
4209,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,4394,16774.233701908277,,12380.233701908277
4210,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2855,16511.797810475473,,13656.797810475473
4211,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4943,15939.3514464154,,10996.3514464154
4212,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4700,15943.00464878588,,11243.00464878588
4214,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,8562,12914.312217493909,,4352.312217493909
4229,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,42055,176408.4636339744,,134353.4636339744
4230,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,46307,164084.04323661097,,117777.04323661097
4231,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4240,15702.92255416963,,11462.92255416963
4232,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2848,13355.874492971998,,10507.874492971998
4233,2,ª«¨¢¤ª«¨¢¤ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.25,0.25,0.5555555555555556,68158,9305.132797726801,,58852.8672022732
4234,2,ª¡«¨¢¤ª¡§¦¬,ª¡§¦¬,0.4545454545454546,0.4545454545454546,0.5555555555555556,52090,106976.8853533331,,54886.8853533331
4235,2,ª¡«¨¢¤ª¡§¦¬,ª¡§¦¬,0.4545454545454546,0.4545454545454546,0.5555555555555556,2858,15636.243751178608,,12778.243751178608
4236,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2883,15579.748739516926,,12696.748739516926
4237,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,44912,261596.54098142637,,216684.54098142637
4238,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,69494,7607.433839990606,,61886.566160009395
4239,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,9046,15341.272931816122,,6295.272931816122
4240,2,«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5555555555555556,0.5555555555555556,0.5555555555555556,213056,8225.836890113522,,204830.1631098865
4241,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,6111,15115.199535764194,,9004.199535764194
4242,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,6745,10607.887592532801,,3862.887592532801
4243,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,43824,209539.46234053108,,165715.46234053108
4244,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,51941,179406.37252695454,,127465.37252695454
4245,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2606,17292.41479916672,,14686.41479916672
4246,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,64004,8851.845982057835,,55152.154017942165
4247,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,50803,119759.61118516546,,68956.61118516546
4248,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,962,15386.258880799978,,14424.258880799978
4249,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2574,15789.590705441777,,13215.590705441777
4252,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5552,13586.10048652847,,8034.10048652847
4253,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1411,15134.873285667618,,13723.873285667618
4254,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,5086,13273.12774223192,,8187.12774223192
4255,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,7846,12914.742930682167,,5068.742930682167
4256,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,50942,207448.75585726593,,156506.75585726593
4257,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,7945,9409.96430068942,,1464.9643006894203
4258,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,43057,254848.71393006438,,211791.71393006438
4259,2,¨¢¤ª¡§¦¬,ª¡§¦¬,0.625,0.625,0.625,3588,15171.900835101103,,11583.900835101103
4260,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,54114,7388.429605761235,,46725.57039423876
4261,2,ª£,ª¡§¦¬,0.19999999999999996,0.19999999999999996,0.16666666666666663,4776,15112.711991769567,,10336.711991769567
4262,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4063,13352.31197979051,,9289.31197979051
4263,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4213,15498.532580449213,,11285.532580449213
4264,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3930,13733.450104264059,,9803.450104264059
4265,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,47478,8291.83516143034,,39186.16483856966
4266,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5737,16789.08762371401,,11052.087623714011
4268,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,56105,246842.00606250428,,190737.00606250428
4269,2,ª¡§£,ª¡§¦¬,0.6,0.6,0.5,1593,14588.624489010379,,12995.624489010379
4270,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,15121,12202.65093503201,,2918.3490649679898
4271,2,ª«¨¢¤ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.33333333333333337,0.33333333333333337,0.5555555555555556,38145,9626.466601572849,,28518.53339842715
4272,2,ª¡«¨¢¤ª¡§¦¬,ª¡§¦¬,0.4545454545454546,0.4545454545454546,0.5555555555555556,10386,14672.869183314788,,4286.869183314788
4273,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3661,16380.504290434914,,12719.504290434914
4274,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,23165,14589.411913008676,,8575.588086991324
4275,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,9116,15340.908724033126,,6224.908724033126
4276,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3812,13353.815727462934,,9541.815727462934
4278,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1984,15133.009199617594,,13149.009199617594
