CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
4039,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1084,9402.917387947895,,8318.917387947895
4040,2,ª¡«¨¢¤ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.3125,0.3125,0.5555555555555556,308039,158013.20759535342,,150025.79240464658
4041,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5156,9789.126610032105,,4633.1266100321045
4042,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,140079,78143.55807500146,,61935.44192499854
4043,2,¢¤ª¨¢¤ª¡§¦¬,¢¤ª¡§¦¬,0.6363636363636364,0.6363636363636364,0.875,63080,74585.67088858294,,11505.670888582943
4044,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3087,9636.947248847495,,6549.947248847495
4046,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,10507,9503.694358649007,,1003.305641350993
4047,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,11500,10232.908956856749,,1267.0910431432512
4048,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,5015,10233.327094477469,,5218.327094477469
4049,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,268523,23588.505699072593,,244934.4943009274
4050,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1775,10196.888541096761,,8421.888541096761
4051,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,9117,10173.102943364385,,1056.1029433643853
4052,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,10610,10186.625547875701,,423.37445212429884
4053,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,46037,217665.66518556266,,171628.66518556266
4054,2,ª¡«¨¢¤ª¡§¦¬,ª¡§¦¬,0.4545454545454546,0.4545454545454546,0.5555555555555556,4418,10167.418303160455,,5749.418303160455
4055,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,410366,78657.87678016015,,331708.1232198399
4056,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1743,9276.619874869508,,7533.619874869508
4057,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,70100,77292.20787197661,,7192.207871976614
4058,2,¨¤ª¡§¦¬,ª¡§¦¬,0.7142857142857143,0.7142857142857143,0.7142857142857143,3544,9514.769927003446,,5970.769927003446
4059,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1604,9912.396313387306,,8308.396313387306
4060,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5404,9902.48700800332,,4498.48700800332
4063,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2379,9866.713629594147,,7487.713629594147
4064,2,¤ª¨¤ª¨¤ª¨¤ª¨¤¨¤ª¡§¦¨¢¤ª¡§¦¬,¢¤ª¡§¦¬,0.2592592592592593,0.2592592592592593,0.875,665971,18508.96661778065,,647462.0333822194
4065,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,25330,10028.235186434242,,15301.764813565758
4066,2,ª¡§£,ª¡§¦¬,0.6,0.6,0.5,132,9938.881184140875,,9806.881184140875
4067,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,7925,9785.666515174718,,1860.6665151747184
4068,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4213,9735.894958147153,,5522.894958147153
4069,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5101,9664.456786517769,,4563.456786517769
4070,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5121,9955.577426591277,,4834.577426591277
4071,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,9390,9932.162566263505,,542.1625662635051
4072,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,22577,9760.357459986175,,12816.642540013825
4074,2,ª¡¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.625,6707,9049.42290022541,,2342.4229002254106
4075,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,44462,224164.46746276013,,179702.46746276013
4076,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,7690,9858.023065991309,,2168.0230659913086
4077,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5979,9816.477381162182,,3837.4773811621817
4078,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,55236,173361.89672628866,,118125.89672628866
4081,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4728,9355.817776265907,,4627.817776265907
4082,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,3108,9528.598214541127,,6420.598214541127
4083,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,47595,183728.2108102625,,136133.2108102625
4084,2,£,ª¡§¦¬,0.0,0.0,0.0,286,9404.75716929527,,9118.75716929527
4085,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2718,9378.93420870243,,6660.934208702431
4086,2,«¨¢¤«¨¢¤ª¡§¦¬,ª¡§¦¬,0.3846153846153846,0.3846153846153846,0.5555555555555556,62516,9367.676536456493,,53148.32346354351
4087,2,ª¨¢¤ª¡§¦¬,ª¡§¦¬,0.5555555555555556,0.5555555555555556,0.625,65366,177605.6961160355,,112239.69611603551
4088,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,46586,176031.6904406266,,129445.69044062661
4089,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,50396,143886.25371431824,,93490.25371431824
4090,2,ª¨¢¤ª¨¢¤ª¡§¦¥,ª¡§¦¬,0.3076923076923077,0.3076923076923077,0.4444444444444444,55931,9213.10757560137,,46717.892424398626
4091,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,12023,9142.88052786126,,2880.11947213874
4092,2,ª¡§£,ª¡§¦¬,0.6,0.6,0.5,905,9116.466636512941,,8211.466636512941
4093,2,ª¡«¨¢¤ª¡«¨¢¤ª¡¨¢¤ª¨¢¤ª¡§¦¬,ª¡§¦¬,0.1923076923076923,0.1923076923076923,0.5555555555555556,145160,168300.52776814665,,23140.527768146654
4094,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5927,9838.531419979381,,3911.531419979381
4095,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3678,9775.810172277103,,6097.8101722771025
4096,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,7883,9636.2927147408,,1753.2927147408009
4097,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,71753,18380.99232205724,,53372.00767794276
4098,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,1568,9675.38725216982,,8107.3872521698195
4099,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1950,9644.869251803346,,7694.869251803346
4100,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,52951,146926.1185700185,,93975.1185700185
4101,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3239,9467.219408673784,,6228.219408673784
4102,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2119,9420.47348482887,,7301.47348482887
4103,2,ª¨¢¤ª¡§¦¬,ª¡§¦¬,0.5555555555555556,0.5555555555555556,0.625,46578,228292.4973869194,,181714.4973869194
4104,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,40949,168014.19031773845,,127065.19031773845
4105,2,ª«¨¢¤ª«©£,ª¡§¦¬,0.11111111111111116,0.11111111111111116,0.09090909090909094,1900,9310.81949355235,,7410.81949355235
4106,2,ª«¨¢¤ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.33333333333333337,0.33333333333333337,0.5555555555555556,8198,9187.757287061566,,989.7572870615659
4107,2,¢¤«¨¢¤ª«¨£,¢¤ª¡§¦¬,0.19999999999999996,0.19999999999999996,0.30000000000000004,534706,135088.87723111565,,399617.12276888435
4108,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,46205,175541.62299195604,,129336.62299195604
4109,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,54485,163964.89142703067,,109479.89142703067
4110,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2955,9744.107045588866,,6789.107045588866
4111,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5621,7970.965444394102,,2349.9654443941017
4113,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,13546,9165.19478419141,,4380.80521580859
4114,2,ª¡«¨¢¤ª¡«¨¢¤ª¡§¦¬,ª¡§¦¬,0.2941176470588235,0.2941176470588235,0.5555555555555556,211378,218011.16294243754,,6633.162942437542
4115,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5043,9671.603941042862,,4628.603941042862
4116,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,11555,9668.198138779953,,1886.8018612200467
4117,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,44827,168865.29287881794,,124038.29287881794
4118,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3191,9664.24856413984,,6473.24856413984
4119,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,11406,9618.654151157301,,1787.3458488426986
4120,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3433,9478.617830541041,,6045.617830541041
4121,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,64240,9317.296394511324,,54922.70360548868
4122,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4928,9397.641090932271,,4469.641090932271
4123,2,ª«¨¢¤ª¡§¦¥,ª¡§¦¬,0.4,0.4,0.4,5199,9384.025257934672,,4185.0252579346725
4124,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,3538,22031.130486222304,,18493.130486222304
4125,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,6567,9368.172424941908,,2801.1724249419076
4126,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,56995,92504.75294136826,,35509.752941368264
4127,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,7360,9324.698446116949,,1964.6984461169486
4128,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2071,9243.273822833471,,7172.273822833471
4129,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,106961,52994.09215897822,,53966.90784102178
4130,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,6030,8995.026073640274,,2965.0260736402743
4131,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,25193,10040.61534900208,,15152.38465099792
4132,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4801,9849.680023360692,,5048.680023360692
4133,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4050,8763.038049601126,,4713.038049601126
4134,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2748,9771.532786448508,,7023.532786448508
4135,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,132337,213100.96681640125,,80763.96681640125
4136,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,45393,209594.22240754787,,164201.22240754787
4137,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,55459,190806.35388550517,,135347.35388550517
4138,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2441,9668.871415319038,,7227.871415319038
4139,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,62168,18275.097579042864,,43892.902420957136
4140,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,82731,194068.81680661623,,111337.81680661623
4141,2,ª£,ª¡§¦¬,0.19999999999999996,0.19999999999999996,0.16666666666666663,5872,87376.8996178564,,81504.8996178564
4142,2,ª¡«¨¢¤ª¡«¨¢¨¢¨¢¤ª¡§¦¬,ª¡§¦¬,0.23809523809523814,0.23809523809523814,0.5555555555555556,214153,232531.31999581217,,18378.31999581217
4143,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,51768,191082.32640804385,,139314.32640804385
4144,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,46438,174663.73447201558,,128225.73447201558
4145,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,41800,176209.8197272686,,134409.8197272686
4146,2,ª¡§£,ª¡§¦¬,0.6,0.6,0.5,777,9255.17720210504,,8478.17720210504
4147,2,ª¡§£,ª¡§¦¬,0.6,0.6,0.5,751,9241.791961485322,,8490.791961485322
4148,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2758,9204.369974539175,,6446.369974539175
4149,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,2688,9179.551366484706,,6491.551366484706
4150,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,40865,171584.0945472121,,130719.0945472121
4151,2,ª¡«¨¢¤ª¨¢¤ª¡§¦¬,ª¡§¦¬,0.33333333333333337,0.33333333333333337,0.5555555555555556,48248,96643.72070723356,,48395.72070723356
4152,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,1864,9657.369365938492,,7793.369365938492
4153,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4159,9670.731148287992,,5511.731148287992
4154,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2868,9645.657522234076,,6777.657522234076
4155,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4149,9646.81810201535,,5497.81810201535
4156,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,12611,9625.685223520484,,2985.314776479516
4158,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4355,9523.27270352561,,5168.27270352561
4162,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,1165,8901.71753903113,,7736.7175390311295
4163,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5742,9777.43266232765,,4035.43266232765
4164,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5079,9569.355387101687,,4490.355387101687
4165,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4137,9480.064625402778,,5343.064625402778
4166,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3979,9427.328499246487,,5448.328499246487
4174,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,6118,9008.058956531026,,2890.0589565310256
4175,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4953,8764.046029707057,,3811.0460297070567
4177,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,47901,226513.96509941196,,178612.96509941196
4178,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1623,9641.60274813473,,8018.60274813473
4179,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4567,9621.588611475283,,5054.588611475283
4180,2,¢¤ª¡§¦¥,¢¤ª¡§¦¬,0.8571428571428572,0.8571428571428572,0.75,85547,150222.89320165,,64675.893201650004
4181,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,11179,9600.318852764496,,1578.6811472355039
4182,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,44437,170903.01027354895,,126466.01027354895
4183,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,43466,82953.88025282121,,39487.88025282121
4184,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2498,9560.679938363683,,7062.679938363683
4185,2,ª¡¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.625,8268,9485.444912688446,,1217.4449126884465
4186,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,8130,9485.71238533652,,1355.7123853365192
4187,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4085,9471.048789908751,,5386.048789908751
4189,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,46414,184540.59755196617,,138126.59755196617
4190,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,45039,171341.55731487143,,126302.55731487143
4191,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3242,9383.788015016265,,6141.7880150162655
4192,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1660,9319.922148829974,,7659.922148829974
4193,2,ª«¨¢¤ª«¨¢¤ª¡§¦¥,ª¡§¦¬,0.2666666666666667,0.2666666666666667,0.4,2843,9054.147202377362,,6211.147202377362
4194,2,ª¡£,ª¡§¦¬,0.4,0.4,0.33333333333333326,80284,63226.990112213374,,17057.009887786626
4195,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,39393,164179.75757402577,,124786.75757402577
4196,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4442,8867.881281698854,,4425.881281698854
4197,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2774,9758.620580638579,,6984.620580638579
4198,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5753,9723.606935795335,,3970.6069357953347
4199,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,47923,167263.89398973846,,119340.89398973846
42,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,10222,9853.174338272058,,368.82566172794213
4200,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,118238,112421.46595356581,,5816.534046434186
4201,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,47438,169438.54673941678,,122000.54673941678
4202,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1626,9441.197536459755,,7815.197536459755
4203,2,ª«¨¢¤ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.33333333333333337,0.33333333333333337,0.5555555555555556,48703,107403.41789089773,,58700.417890897734
4204,2,ª¢¨¤ª¡§¦¬,ª¡§¦¬,0.5555555555555556,0.5555555555555556,0.625,1688,8890.50678332563,,7202.506783325631
4205,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,12464,10417.787937538254,,2046.2120624617455
4206,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,10090,9443.124137590727,,646.8758624092734
4207,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,11617,9416.547005702221,,2200.452994297779
4208,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,11979,9370.006764937942,,2608.9932350620584
4209,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,4394,9333.292516422698,,4939.292516422698
4210,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2855,9182.257169127506,,6327.257169127506
4211,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4943,8855.778990806091,,3912.7789908060913
4212,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4700,8877.585024921125,,4177.585024921125
4214,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,8562,8907.562638640118,,345.56263864011817
4229,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,42055,164135.16074212213,,122080.16074212213
4230,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,46307,160526.76560246147,,114219.76560246147
4231,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4240,8756.052926427034,,4516.0529264270335
4232,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2848,8491.00772564852,,5643.00772564852
4233,2,ª«¨¢¤ª«¨¢¤ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.25,0.25,0.5555555555555556,68158,9473.108401850246,,58684.891598149756
4234,2,ª¡«¨¢¤ª¡§¦¬,ª¡§¦¬,0.4545454545454546,0.4545454545454546,0.5555555555555556,52090,105646.57168593802,,53556.57168593802
4235,2,ª¡«¨¢¤ª¡§¦¬,ª¡§¦¬,0.4545454545454546,0.4545454545454546,0.5555555555555556,2858,8708.191283719665,,5850.191283719665
4236,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2883,8669.305815101005,,5786.305815101005
4237,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,44912,237481.2602357085,,192569.2602357085
4238,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,69494,5554.481628860052,,63939.518371139944
4239,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,9046,8501.635531247171,,544.3644687528285
4240,2,«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5555555555555556,0.5555555555555556,0.5555555555555556,213056,7798.448851199391,,205257.55114880062
4241,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,6111,7777.124074380614,,1666.1240743806138
4242,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,6745,10401.46666465461,,3656.46666465461
4243,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,43824,169649.53598404187,,125825.53598404187
4244,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,51941,211915.43082134187,,159974.43082134187
4245,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2606,8854.85323556485,,6248.8532355648495
4246,2,¢¤ª¡§¦¬,¢¤ª¡§¦¬,1.0,1.0,1.0,64004,21217.02439841425,,42786.97560158575
4247,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,50803,133070.2876373703,,82267.28763737029
4248,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,962,8539.264410463142,,7577.264410463142
4249,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,2574,8514.749550732342,,5940.749550732342
4252,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5552,7777.428669136712,,2225.4286691367124
4253,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1411,7788.900609706514,,6377.900609706514
4254,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,5086,7649.886537628584,,2563.886537628584
4255,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,7846,8888.66385808637,,1042.6638580863691
4256,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,50942,170194.69022264742,,119252.69022264742
4257,2,ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.5,0.5,0.5555555555555556,7945,8748.999121307144,,803.9991213071444
4258,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,43057,52569.65877384149,,9512.65877384149
4259,2,¨¢¤ª¡§¦¬,ª¡§¦¬,0.625,0.625,0.625,3588,8393.333897156917,,4805.333897156917
4260,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,54114,6169.528332557788,,47944.47166744221
4261,2,ª£,ª¡§¦¬,0.19999999999999996,0.19999999999999996,0.16666666666666663,4776,7768.276799859195,,2992.2767998591953
4262,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4063,8498.14157909256,,4435.14157909256
4263,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,4213,8622.3499760133,,4409.3499760133
4264,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3930,6987.292338574151,,3057.2923385741506
4265,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,47478,8386.005364253839,,39091.99463574616
4266,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,5737,8171.541514501139,,2434.5415145011393
4268,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,56105,233677.8040169018,,177572.8040169018
4269,2,ª¡§£,ª¡§¦¬,0.6,0.6,0.5,1593,7949.719506710289,,6356.719506710289
4270,2,ª¡§¦¥,ª¡§¦¬,0.8,0.8,0.6666666666666666,15121,10413.86810895213,,4707.131891047869
4271,2,ª«¨¢¤ª«¨¢¤ª¡§¦¬,ª¡§¦¬,0.33333333333333337,0.33333333333333337,0.5555555555555556,38145,7560.557686470298,,30584.442313529704
4272,2,ª¡«¨¢¤ª¡§¦¬,ª¡§¦¬,0.4545454545454546,0.4545454545454546,0.5555555555555556,10386,7448.755207847071,,2937.244792152929
4273,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3661,12569.158595861505,,8908.158595861505
4274,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,23165,7408.480259934116,,15756.519740065884
4275,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,9116,8515.85583791914,,600.14416208086
4276,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,3812,8502.595385623476,,4690.5953856234755
4278,2,ª¡§¦¬,ª¡§¦¬,1.0,1.0,1.0,1984,7804.616683402276,,5820.616683402276
