CaseID;Activities;activities_similar
14737;13907139107139107139107139108713906511;False
14742;1391071391071391087132;False
14746;139108713906511;False
1481;13907390739739073973973906511;False
14830;13971397139713906511;False
14834;1391071397137139713906511;False
14859;1371397132;False
14866;1397139713910713906511;False
14922;139107139713971392;False
1509;137137137139713910713910713901071371390654;False
15146;1390713901071390107139713906511;False
15152;139010871391071397139713906511;False
15179;139061071390610713906511;False
15184;1390108713910713906511;False
15206;17139071713906511;False
1524;13906571397139713906511;False
15240;13107139107139108713906511;False
15244;13971397132;False
15334;13901071397139713910713910872;False
15368;13910713907139713902;False
15447;131071391071391087139108713906511;False
15486;1397139107139010713902;False
1550;13910713901071391087139713906511;False
15500;1390108713906511;False
15505;139107139010713906511;False
15513;13971397139713906511;False
15540;139107139010713906511;False
15696;1371391071397139713906511;False
15739;1397137139107132;False
15752;17171713910713906511;False
15808;13910713906107139062;False
15821;139010713972;False
15828;1397390713906511;False
1583;1397137139010713906511;False
15869;139107139010713906511;False
15876;13713713713906511;False
15877;139107139107139062;False
15910;137390671390173906511;False
15913;139107139010713906511;False
15929;139107139107131087137139108713713906511;False
15933;139072;False
15965;1717139107871390713713906511;False
15976;139107139107139107871717139713906511;False
15989;17171392;False
15999;139072;False
16034;1390713971390713906511;False
16113;17390713906511;False
16123;171391071390713906511;False
16266;13910713910717171391071390713906511;False
16287;139107139071390654;False
16345;17390713906511;False
16358;137139107137132;False
1636;1391071390713910713906511;False
16388;13906571390713906511;False
16407;139739713906511;False
16414;139061071397139107139010713906511;False
16420;139067139713906511;False
16486;139107139071390654;False
16489;139107139010713906511;False
16495;13901071390713910713902;False
16508;17139062;False
16612;1713910713901071390107139108713902;False
16647;1397390713906511;False
16689;13907139713910713906511;False
16698;1390712;False
16709;139107139713902;False
16737;139107139010713906511;False
16756;13901071391071390713906511;False
16846;17390713906511;False
16854;1391071391071397139062;False
16906;139713910713713906511;False
16925;13906108713906511;False
16928;1390671713906511;False
16936;139717139062;False
16959;139713713910713910713906511;False
16978;1390107139107139713910713906511;False
17006;17139071390654;False
17015;13907171391071391071391071390108713906511;False
17039;13713713902;False
17040;1713910713901071397139713906511;False
17095;1391071310713910713906511;False
17103;1390107139107139108713906511;False
17131;1371397139062;False
17142;139107139107137139107139713906511;False
17149;139072;False
17159;1390102;False
17200;13910713910713910871397139713906511;False
17205;131071390654;False
17247;1717171390713713906511;False
17259;13907390713906511;False
17289;13907139071397139713906511;False
17317;13910713910713907139713910713906511;False
17344;13907139062;False
1738;1397139713713713910713901071390654;False
17391;1391071391071390713902;False
17405;13910713910713910872;False
17407;137139010713906511;False
17415;13910713107139108713108713906511;False
17432;1391071391071371391071372;False
17439;13971391071397139071390654;False
17440;1371391072;False
17453;1397137139062;False
17464;171390107139107139713906511;False
17521;171390107139107139713906511;False
17551;13901071390107139071397139107137132;False
17567;13910713907139108713906511;False
17572;13901071392;False
17616;13906108713906511;False
17669;1390610713910713713906511;False
17672;139010713910713901071390654;False
17745;13910713713713910713906511;False
17834;1717139713906511;False
17914;171390107139010713902;False
17919;139739065713906713906511;False
17922;1390610713906572;False
17930;139739067390673973973906573906511;False
17951;1390739065713906511;False
17965;1390107139010717139010713906511;False
1802;13971397139713906511;False
18045;171390713713906511;False
18058;1390107139071390610713906511;False
18060;17139062;False
18061;139011;False
18085;1310713910713971390713906511;False
18114;139713910713906713906511;False
18121;13973906713906713906511;False
18146;1371397139010713906511;False
18162;1391071391071391087139713906511;False
18164;17390672;False
18206;139108713906511;False
1823;1713906713906511;False
18250;139061087139713910713906511;False
18306;139713910713910713910713906511;False
18315;13971712;False
18323;13910712;False
18330;139072;False
18410;171713971713906511;False
18416;13901071391071397137139713906511;False
18531;171390713713906511;False
18540;131071390610713108713906511;False
18544;139061082;False
18627;17132;False
1874;171713971390713906511;False
18751;139107139010713906511;False
1881;139107139010713901071390671713906511;False
18835;171391071390654;False
18867;13971712;False
18872;13901071390671391071390654;False
18904;13910713910713713906713906511;False
18990;171390107139010713910713906511;False
19069;139010713910713902;False
19110;1397139107139107139108713906511;False
19134;1390107139010713910713902;False
19190;139072;False
19225;1713971392;False
19286;1391071390713910713713906511;False
19289;139107139071390654;False
19322;13910713971391071397139713906511;False
19332;1391071391071390173906511;False
1935;1390107139010713901071392;False
19358;13971397139713906511;False
19362;17139011;False
19379;139713972;False
19435;13713713902;False
19494;13910713910713910871390654;False
19545;13907391072;False
19546;13907391072;False
19577;13910713910713910872;False
19590;1390713907139713906511;False
19695;13739073973973906511;False
19711;139107139010713902;False
19722;13713713713906511;False
19741;1391071390713910713713910713906511;False
19771;13910713971392;False
19779;13910713910713972;False
19783;13971310713906511;False
19830;13713910713713906511;False
19846;13910713910713910871390654;False
19851;171391071390654;False
19866;1390713910713713906511;False
19871;171391071390713713906511;False
1996;1713973906511;False
2005;13907139107139713906511;False
20055;139108713906511;False
20079;139107139010713906511;False
2008;13910713971391071391082;False
20120;1390712;False
20139;1391071391078713906511;False
20168;13107139107139108713906511;False
20200;13910713910713910871390654;False
20216;13107139107139108713906511;False
20252;139107139010713906511;False
20294;139107139713910713910872;False
2134;139107139010713910871390108713906511;False
2140;13910713901071397139107139071390654;False
2150;13907139010713906511;False
2173;137139010713901071390713906511;False
2206;139010713713902;False
2258;13971397139071397139071392;False
2281;13971390671392;False
2339;139107131072;False
2437;139107139010713902;False
2455;13971390712;False
2558;139073973907390107390739065713906511;False
2591;173907390739010739073906511;False
2593;1390107139713910713907171390713906511;False
2617;1397139010713910713910713713910872;False
2632;139739739739739073973973906511;False
2660;13907171713906511;False
2673;13910713910713901071390713906511;False
2690;139010713713713906511;False
2721;1391071713902;False
2791;171390657139065713971391071392;False
2820;13901071390717139107139107139108713906511;False
2823;13907397397397390739073973906511;False
2826;17139071713910713902;False
2830;1390610713971717171713910713902;False
2839;139713971712;False
2854;13910872;False
2865;139717139010713906511;False
2875;13901071391071391071713906511;False
2981;139071397171713906511;False
3033;1739073906511;False
3034;17390739065713906511;False
3064;139107139107139062;False
3066;139107139010713906511;False
3076;13910713910713910713910871397139071713906511;False
3094;13973973910878713906511;False
3095;1713906572;False
3100;1397397391087871392;False
3184;139739739108782;False
3221;1713906571392;False
3230;139071397139107139713906511;False
3245;13971390713902;False
3254;17139010713910713906511;False
3548;139107139107139107871390654;False
3572;139717139010713910713906511;False
3573;131071390654;False
3597;139107139061071390107171390108713906511;False
3618;13901071390107139107139108713906511;False
3629;139061071391071390713906511;False
3706;139107139010713906511;False
3728;139713973906511;False
381;1397139062;False
3903;171391071390107139010713906511;False
3968;13901071390107171390107139072;False
3973;13907139713910713906511;False
