CaseID;Prefix length;Groud truth;Predicted;Levenshtein;Damerau_Levenshtein;Jaccard;Ground truth times;Predicted times;MAE;MAE_days
1-669119156;2;¥§¢¥¡¡¤;¤;0,1428571428571429;0,1428571428571429;0,19999999999999996;1968731;11918734,125957666;9950003,125957666;115,16207321710262
1-670754761;2;¢¡¥¥¥¤¥¤¥¤;¤;0,09999999999999998;0,09999999999999998;0,25;3815124;8975818,185093665;5160694,1850936655;59,730256771917425
1-671933304;2;¤;¤;1,0;1,0;1,0;4584747;10629113,645469282;6044366,645469282;69,9579472855241
1-672299434;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;3752001;5868226,971369207;2116225,971369207;24,49335615010656
1-672506739;2;¢¥¢¥¤;¤;0,19999999999999996;0,19999999999999996;0,33333333333333326;4919149;9228084,641497107;4308935,641497107;49,87194029510541
1-672740630;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1814645;5719994,048228232;3905349,048228232;45,20079916930824
1-672807011;2;¤;¤;1,0;1,0;1,0;51;2409650,1731472258;2409599,1731472258;27,88887931883363
1-672860819;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;211937;6121560,529606959;5909623,529606959;68,39842048156203
1-672862385;2;¥¢¥¤;¥¡¥¤;0,75;0,75;0,5;7879252;11183036,490002178;3303784,4900021777;38,23824641206224
1-672975080;2;¤;¢¥§¥¤;0,19999999999999996;0,19999999999999996;0,25;72811;19497477,669671662;19424666,669671662;224,82253089897756
1-673197539;2;¤;¤;1,0;1,0;1,0;183882;13529823,543172056;13345941,543172056;154,46691600893584
1-673224718;2;¥§¤;¥¡¥¤;0,5;0,5;0,5;7785917;11941214,429139994;4155297,429139994;48,09372024467586
1-673359575;2;§¥¤;¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;3886517;9846627,268875211;5960110,2688752115;68,98275774161124
1-673429845;2;¢¥¤;¥§¥§¥§¥§¥§¥§¥§¢¥¢¥¤;0,1578947368421053;0,1578947368421053;0,75;67897;62735277,87702824;62667380,87702824;725,316908298938
1-673487817;2;¤;¤;1,0;1,0;1,0;34021;9313091,56623427;9279070,56623427;107,39665007215591
1-675046360;2;¤;¤;1,0;1,0;1,0;1391771;10447384,620286103;9055613,620286103;104,81034282738545
1-675150191;2;¥§¥§¤;¥¤;0,4;0,4;0,6666666666666666;6211946;8435953,490062548;2224007,490062548;25,740827431279488
1-675150672;2;¥¡¥¤;¥¡¥¤;1,0;1,0;1,0;6061227;11652353,999346454;5591126,999346454;64,71211804799137
1-675685459;2;¤¥¢¥¤;¤;0,19999999999999996;0,19999999999999996;0,33333333333333326;2258444;10376924,73400769;8118480,73400769;93,96389738434827
1-675758382;2;¤;¤;1,0;1,0;1,0;1391659;10450087,895853944;9058428,895853944;104,84292703534658
1-675797761;2;¤¥¢¥¤;¤;0,19999999999999996;0,19999999999999996;0,33333333333333326;2157923;11101452,646847684;8943529,646847684;103,51307461629264
1-675826063;2;¥¡¢¥¡¡¢¥§¡¥¤;¥§¥¤;0,33333333333333337;0,33333333333333337;0,6;7339969;15927250,756208763;8587281,756208763;99,38983514130513
1-675828021;2;¤;¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¤;0,04761904761904767;0,04761904761904767;0,33333333333333326;3023432;32327260,998789158;29303828,998789158;339,1646874859856
1-677811170;2;¥¡¢¥¡¥¡¥¤;¥¡¥¤;0,4444444444444444;0,4444444444444444;0,75;2444735;11573297,115175243;9128562,115175243;105,65465411082458
1-678370811;2;¤;¤;1,0;1,0;1,0;84509;2198943,8792500934;2114434,8792500934;24,47262591724645
1-678626550;2;¤;¤;1,0;1,0;1,0;199;2835141,2322502695;2834942,2322502695;32,811831391785525
1-678755621;2;¥§¢¥¡¥¤;¥¡¥¤;0,5714285714285714;0,5714285714285714;0,6;8906656;11555413,52768167;2648757,527681669;30,65691582964895
1-681864502;2;¥¤;¥¤;1,0;1,0;1,0;8808258;9785141,491848428;976883,4918484278;11,306521896393841
1-681929091;2;¥¡¥¤;¥¡¥¤;1,0;1,0;1,0;5891545;11414544,27589986;5522999,275899859;63,92360273032244
1-682059903;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;4025682;12034966,93867594;8009284,93867594;92,70005716060116
1-682262974;2;¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¥¢¢¥¥¥¥¢¢¥¤;¥¡¥¤;0,11538461538461542;0,11538461538461542;0,5;6891707;11456121,8001297;4564414,8001297;52,82887500150116
1-682342767;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;3012998;11662626,188839093;8649628,188839093;100,11143737082283
1-682357851;2;¤;¤;1,0;1,0;1,0;23;1536735,8423525605;1536712,8423525605;17,78602826796945
1-682409211;2;¤;¤;1,0;1,0;1,0;2699231;11839225,03943963;9139994,03943963;105,78696804906978
1-682409241;2;¤;¤;1,0;1,0;1,0;4978805;11852937,733587319;6874132,733587319;79,56172145355693
1-683298971;2;§¤;¥¤;0,5;0,5;0,33333333333333326;6651399;8617871,960483413;1966472,9604834132;22,760103709298765
1-683752875;2;¥§¤;¥¡¥¤;0,5;0,5;0,5;94976;11039335,835586812;10944359,835586812;126,67083143040293
1-685134878;2;¢¢¡¢¡¢¥¤;¢¥§¥¤;0,375;0,375;0,6;5636937;19440459,315639842;13803522,315639842;159,76298976435004
1-685300128;2;¤;¤;1,0;1,0;1,0;3614312;9743406,117036795;6129094,117036795;70,9385893175555
1-686405886;2;¤;¤;1,0;1,0;1,0;1139499;2237295,4970895993;1097796,4970895993;12,705977975574065
1-686477306;2;¤;¤;1,0;1,0;1,0;91;2260661,0641255043;2260570,0641255043;26,164005371822967
1-686531969;2;¢¥¤¥¤¥¤;¤;0,1428571428571429;0,1428571428571429;0,33333333333333326;3133;2206305,986213673;2203172,986213673;25,49968734043603
1-686557724;2;¥¤;¥¤;1,0;1,0;1,0;7335696;8673372,789450642;1337676,7894506417;15,482370248271316
1-686642441;2;¥¡¡¥¤;¢¥¤;0,4;0,4;0,5;5263002;3810769,6666678423;1452232,3333321577;16,808244598751823
1-686642543;2;¥¢¢¥£¥¤;¢¥§¥¤;0,5714285714285714;0,5714285714285714;0,6;4210898;19975589,352101073;15764691,352101073;182,4617054641328
1-686945977;2;§¤;¤;0,5;0,5;0,5;6023413;10851372,172539225;4827959,172539225;55,87915708957436
1-686966285;2;¤;¤;1,0;1,0;1,0;2343678;10748019,48877412;8404341,48877412;97,27247093488566
1-687129760;2;¤;¤;1,0;1,0;1,0;100;1659351,9411900772;1659251,9411900772;19,204304874885153
1-687589251;2;¢¥¢¥¢¥¢¥¢¥¤;¥¡¥¤;0,2727272727272727;0,2727272727272727;0,5;4477880;11921736,53850056;7443856,53850056;86,15574697338612
1-687649700;2;¤;¥¤;0,5;0,5;0,5;2889;7463439,552530245;7460550,552530245;86,34896472835932
1-687668119;2;¥¡§¤;¥¡¥¤;0,75;0,75;0,75;1619254;12295555,795535685;10676301,795535685;123,56830781870006
1-688280019;2;¢¥§¥¤;¤;0,19999999999999996;0,19999999999999996;0,25;1312533;1484530,428018642;171997,4280186419;1,9907109724379848
1-688342754;2;§¤;¥¤;0,5;0,5;0,33333333333333326;3702871;8508691,62710093;4805820,62710093;55,62292392477928
1-688380091;2;¢¥§¥§¡¤;¤;0,1428571428571429;0,1428571428571429;0,19999999999999996;3128595;10998442,535040889;7869847,535040889;91,0861983222325
1-688509388;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;510200;5616396,827961373;5106196,827961373;59,099500323627005
1-688515611;2;¡¥¤;¥¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;6136986;7388441,814781198;1251455,8147811983;14,484442300708313
1-688564824;2;¢¥¡¥¤;¡¥¤;0,6;0,6;0,75;2766731;5516585,935796728;2749854,9357967284;31,82702471986954
1-688725917;2;¥¥¢¥¤;¥§¥¤;0,6;0,6;0,5;3124367;15470745,52399354;12346378,52399354;142,89789958325858
1-689160381;2;¤;¤;1,0;1,0;1,0;4223652;10712052,377896553;6488400,377896553;75,09722659602492
1-689176751;2;¥¤;;0,0;0,0;0,0;1230322;0,0;1230322,0;14,239837962962962
1-689252781;2;¤;¤;1,0;1,0;1,0;2668898;9691772,964742111;7022874,964742111;81,28327505488555
1-689469104;2;¥¢¥¢¥¢¥¤;¥¡¥¤;0,375;0,375;0,5;1908071;12349059,719552543;10440988,719552543;120,84477684667296
1-689525975;2;¤;¤;1,0;1,0;1,0;2645720;9938596,551492803;7292876,551492803;84,40829342005559
1-690184941;2;¤;¤;1,0;1,0;1,0;454155;10056162,535992231;9602007,535992231;111,13434648139156
1-690190570;2;¤;¤;1,0;1,0;1,0;4057611;10696037,875031875;6638426,875031875;76,833644386943
1-690327837;2;¥¤;;0,0;0,0;0,0;9;0,0;9,0;0,00010416666666666667
1-690419865;2;¤;¤;1,0;1,0;1,0;1284636;9738286,187711501;8453650,187711501;97,84317346888312
1-690447511;2;§¤;¢¥§¥¤;0,4;0,4;0,5;4334674;19678110,084225416;15343436,084225416;177,58606578964603
1-690762471;2;¢¥¤;¢¥¡¥¤;0,6;0,6;0,75;9000;12791864,220645126;12782864,220645126;147,94981736857784
1-690931471;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;267337;11590201,851150054;11322864,851150054;131,05167651794045
1-691093464;2;¥¢¥¢¥¤;;0,0;0,0;0,0;2729182;0,0;2729182,0;31,58775462962963
1-691221687;2;¥¢¥¢¥¢¥¤;¤;0,125;0,125;0,33333333333333326;2605113;1685828,9990177792;919284,0009822208;10,639861122479406
1-691767241;2;¤;¥¤;0,5;0,5;0,5;5906162;9185325,967927495;3279163,967927495;37,95328666582749
1-691786096;2;¥¡¡¤;¥¡¥¤;0,75;0,75;1,0;2353574;11273539,351144228;8919965,351144228;103,24033971231745
1-691786330;2;¥¡¤;¥¡¥¤;0,75;0,75;1,0;2423540;11488905,764762875;9065365,764762875;104,92321486994068
1-692042197;2;¤;¤;1,0;1,0;1,0;7;2336539,280518107;2336532,280518107;27,043197691181796
1-692055495;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;4119072;12003963,440263035;7884891,440263035;91,26031759563698
1-692193396;2;¥¡¥¤;¥¡¥¤;1,0;1,0;1,0;5792943;12229313,458400847;6436370,458400847;74,49502845371352
1-692813576;2;¤;¤;1,0;1,0;1,0;4740688;10127996,636430038;5387308,636430038;62,35310921794026
1-692959195;2;¤;¤;1,0;1,0;1,0;1984683;9028364,208222805;7043681,208222805;81,52408805813431
1-693456968;2;¢¥¤;¥§¥¤;0,5;0,5;0,5;5629228;16540166,099301834;10910938,099301834;126,28400577895641
1-693595201;2;¥¢¥¤;¥¡¥¤;0,75;0,75;0,5;7345645;11671599,623253409;4325954,623253409;50,06891925061816
1-693732401;2;¥¡¥§¤;¥¡¥¤;0,8;0,8;0,75;5430053;11811056,962009713;6381003,962009713;73,85421252326057
1-693741781;2;¤;¤;1,0;1,0;1,0;74;1516226,9230005005;1516152,9230005005;17,54806623843172
1-693789171;2;¤¥¤;§¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;164;15628004,150765967;15627840,150765967;180,87777952275425
1-693812929;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1116617;5806471,504813642;4689854,504813642;54,280723435343084
1-693895885;2;¥¤;¥¤;1,0;1,0;1,0;3583448;8180090,518887656;4596642,518887656;53,20188100564417
1-694222066;2;¥¢¡¡¥¤;¥¡¥¤;0,6666666666666667;0,6666666666666667;0,75;5552874;11445689,030031603;5892815,030031603;68,20387766240282
1-694338411;2;¤;¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¤;0,052631578947368474;0,052631578947368474;0,33333333333333326;4131495;29187168,884008825;25055673,884008825;289,9962255093614
1-694346343;2;¤;¤;1,0;1,0;1,0;103;1989940,5066313774;1989837,5066313774;23,030526697122422
1-694354058;2;¢¥¤;¥¡¥¤;0,5;0,5;0,5;1120828;11624632,602867186;10503804,602867186;121,57181253318502
1-694385837;2;¥¤¥¥¤¥¤;;0,0;0,0;0,0;1669527;0,0;1669527,0;19,323229166666668
1-694597155;2;§¥¤;¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;4720162;2778722,869936259;1941439,130063741;22,470360301663668
1-694794065;2;¥¤;¥¤;1,0;1,0;1,0;1224074;8414130,233025178;7190056,233025178;83,21824343779141
1-694828073;2;¥¡¡§¡¢¥¡¥¡¢¥¥¤;¥¡¥¤;0,2857142857142857;0,2857142857142857;0,6;5458593;11583438,140834276;6124845,140834276;70,88941135224856
1-694899814;2;¤;¤;1,0;1,0;1,0;199;1433008,4398336373;1432809,4398336373;16,583442590667097
1-695258011;2;§¥¤;¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;6219494;9594867,30854766;3375373,3085476607;39,06682070078311
1-695316021;2;¤;¤;1,0;1,0;1,0;2252371;11202394,566344589;8950023,566344589;103,58823572158089
1-695425289;2;¡¥¤;¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;418882;11198063,828579405;10779181,828579405;124,75904894189127
1-695486321;2;¥¢¥¤;¥¡¥¤;0,75;0,75;0,5;5168271;11987733,296203254;6819462,296203254;78,92896176161173
1-695748265;2;¤;¤;1,0;1,0;1,0;172701;9607362,841582742;9434661,841582742;109,19747501831877
1-696097603;2;¥¡¢¥¡¥¢¡§¤;¥¡¥¤;0,4;0,4;0,6;3858608;12048573,806063587;8189965,806063587;94,79127090351373
1-696680265;2;¥¢¥¥§¤;¥¡¥¤;0,5;0,5;0,4;2601486;11399847,546255887;8798361,546255887;101,83288826685055
1-696714411;2;¥¤;¥¢¥¤;0,5;0,5;0,6666666666666666;3865057;6596833,110122595;2731776,110122595;31,61777905234485
1-696835891;2;¢¥¤;¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¤;0,1578947368421053;0,1578947368421053;1,0;5444;28552600,649624847;28547156,649624847;330,40690566695423
1-696839978;2;¤;¤;1,0;1,0;1,0;2373060;9891480,637456361;7518420,637456361;87,01875737796715
1-697041731;2;¤¥¤;¤;0,33333333333333337;0,33333333333333337;0,5;1264059;10062923,66965646;8798864,66965646;101,83871145435717
1-697260307;2;¤;¤;1,0;1,0;1,0;2576980;1928731,1675064792;648248,8324935208;7,502880005712046
1-697458590;2;¥¡¢¡¥¥¡§¤;¥¡¥¤;0,4444444444444444;0,4444444444444444;0,6;4658926;11472134,339831293;6813208,339831293;78,85657800730662
1-697459701;2;¢¥¤;¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;2775;2117322,920043528;2114547,920043528;24,473934259763055
1-697811404;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;1130642;11972428,783537984;10841786,783537984;125,48364332798593
1-697987547;2;¢¥¢¥¥¤;¤;0,16666666666666663;0,16666666666666663;0,33333333333333326;4931304;1895996,4046481196;3035307,5953518804;35,13087494620232
1-698044001;2;¥¡¥¤;¥¡¥¤;1,0;1,0;1,0;2241356;11457860,11969249;9216504,11969249;106,67250138532974
1-698216063;2;¥§¥¤;¥¡¥¤;0,75;0,75;0,5;458995;11355957,599958628;10896962,599958628;126,12225231433598
1-698267095;2;¤;¤;1,0;1,0;1,0;103;10949516,584640214;10949413,584640214;126,72932389629878
1-698293715;2;¤;¤;1,0;1,0;1,0;2441330;10984463,832295202;8543133,832295202;98,87886379971299
1-698346154;2;¤;¤;1,0;1,0;1,0;10987;11011092,17637813;11000105,17637813;127,31603213400615
1-698751834;2;¥¤;¤;0,5;0,5;0,5;3435756;11759127,98557768;8323371,98557768;96,33532390714907
1-698754281;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;5140987;12536893,752487686;7395906,7524876855;85,6007725982371
1-698842669;2;¥¥¤¥¤;¥¡¥¤;0,6;0,6;0,6666666666666666;2686294;11047357,503998056;8361063,503998056;96,77156833331084
1-698998499;2;¥¢¥¢¥§¤;¥¡¥¤;0,4285714285714286;0,4285714285714286;0,4;1905190;11596072,905076265;9690882,905076265;112,16299658653085
1-699103215;2;¥¢¥¢¥¡¢¥¢¥¥¤;¥¡¥¤;0,33333333333333337;0,33333333333333337;0,75;1488633;12016929,825694248;10528296,825694248;121,85528733442416
1-699140595;2;¤;¤;1,0;1,0;1,0;259414;9159284,609606938;8899870,609606938;103,00776168526549
1-699397256;2;¤;¤;1,0;1,0;1,0;2637;1473881,6179579422;1471244,6179579422;17,028294189328033
1-699661601;2;¢¥¥¢¥¤;¤;0,16666666666666663;0,16666666666666663;0,33333333333333326;1112570;9644626,621677855;8532056,621677855;98,75065534349369
1-699690829;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;1909859;11688068,168930307;9778209,168930307;113,17371723298966
1-700498223;2;¥¡¢¥¢¡¢¥¡¢¥¥¢¥§¥¤;¥¡¥¤;0,23529411764705888;0,23529411764705888;0,6;3023612;11665284,618400214;8641672,618400214;100,01935900926173
1-700566882;2;¥¤¥¤;¥¤;0,5;0,5;1,0;2590976;8294670,777730411;5703694,777730411;66,01498585336124
1-700746442;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;43648;10741287,618509626;10697639,618509626;123,81527336237993
1-700842031;2;¥§¥§¤;¥¡¥¤;0,6;0,6;0,5;5532627;11761708,072661946;6229081,072661946;72,09584574840216
1-701429911;2;¥§¤;¥¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;1572250;10048565,094853856;8476315,094853856;98,10549878303074
1-702103380;2;¤;¤;1,0;1,0;1,0;8;895973,3989939475;895965,3989939475;10,369969895763282
1-702482271;2;¥¢¥¤;¡¥¤;0,5;0,5;0,5;2382;5541045,475461667;5538663,475461667;64,10490133636189
1-702501021;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;13799;11595921,465448923;11582122,465448923;134,05234335010329
1-702501138;2;¥¢¥¤;¥¡¥¤;0,75;0,75;0,5;722532;11800177,480286542;11077645,480286542;128,21348935516832
1-702501532;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;1995245;11819104,212889906;9823859,212889906;113,7020742232628
1-702514881;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;88;5702301,899809856;5702213,899809856;65,99784606261407
1-702673026;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;1995422;11691865,570499297;9696443,570499297;112,22735614003817
1-703016242;2;¤;¤;1,0;1,0;1,0;1821739;9352769,055342209;7531030,055342209;87,1646997146089
1-703190797;2;¢¥¥¢¥¢¥¢¥¤;¢¥¤;0,30000000000000004;0,30000000000000004;1,0;1382956;3535085,3126625144;2152129,3126625144;24,908904081742065
1-703242211;2;¤;¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¤;0,052631578947368474;0,052631578947368474;0,33333333333333326;80;28962105,79442564;28962025,79442564;335,2086318799264
1-703383433;2;¤;¤;1,0;1,0;1,0;69;2400986,243663004;2400917,243663004;27,788394023877363
1-703399394;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;82603;12059361,693959078;11976758,693959078;138,61989229119303
1-703445951;2;¤;¤;1,0;1,0;1,0;1545655;11061393,322519744;9515738,322519744;110,13586021434888
1-703540157;2;¢¥¢¥§¢¥¢¥¢¥§¥¢¥¤;¥¡¥¤;0,1875;0,1875;0,4;5088128;12041071,210241746;6952943,210241746;80,47387974816836
1-703856779;2;§¤;¤;0,5;0,5;0,5;784772;2365571,2724030507;1580799,2724030507;18,296287875035308
1-703964203;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;801278;11532436,268169064;10731158,268169064;124,2032206964012
1-703964563;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;4577005;11451755,173289372;6874750,173289372;79,56886774640476
1-704229602;2;¤;¢¥§¥¤;0,19999999999999996;0,19999999999999996;0,25;47;20607673,633043095;20607626,633043095;238,51419714170248
1-704650867;2;¥¢¥§¤;¥¡¥¤;0,6;0,6;0,4;3132809;10884915,881286236;7752106,8812862355;89,72345927414625
1-704661542;2;¢¥§¤;¤;0,25;0,25;0,25;1134647;10457654,907964505;9323007,907964505;107,90518411995956
1-704703712;2;¥¥¡¥¤;¥¡¥¤;0,8;0,8;1,0;513522;11365933,903965075;10852411,903965075;125,60661925885503
1-704973871;2;¥¡¥¤;¥¡¥¤;1,0;1,0;1,0;4895838;12086093,2881505;7190255,2881505005;83,22054731655672
1-704977245;2;¢¥¢¥¤;¥¡¥¤;0,6;0,6;0,5;2477403;11665798,844430752;9188395,844430752;106,34717412535592
1-706226212;2;¤;¤;1,0;1,0;1,0;1161320;11027606,304247903;9866286,304247903;114,19312852138776
1-706959641;2;¤;¤;1,0;1,0;1,0;55;2143908,810724747;2143853,810724747;24,8131228093142
1-706963013;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;14820;5493287,116305709;5478467,116305709;63,40818421650126
1-707025161;2;¤;¤;1,0;1,0;1,0;75;2518908,542262333;2518833,542262333;29,15316599840663
1-707300171;2;¢¢¥¢¡¢¥¥¥§¤;¡¥¤;0,2727272727272727;0,2727272727272727;0,6;4291992;5821049,094997901;1529057,0949979005;17,69742008099422
1-707623601;2;¤;¤;1,0;1,0;1,0;4556;9518033,031732736;9513477,031732736;110,10968786727705
1-707660543;2;¥¡¢¥¤;¥¡¥¤;0,8;0,8;0,75;3216017;11592882,64236569;8376865,64236569;96,9544634533066
1-708121948;2;¥¤;¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¢¥¤;0,09999999999999998;0,09999999999999998;0,5;2299858;53953582,6564632;51653724,6564632;597,8440353757314
1-708131711;2;¡¢¥¡¤;¥¡¥¤;0,4;0,4;0,75;3075857;11997665,79713337;8921808,79713337;103,26167589274733
1-708613661;2;¡¥¤;¥¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;3037443;8614465,627135811;5577022,627135811;64,54887299925707
1-709552565;2;¥¡¢¥¤;¥¡¥¤;0,8;0,8;0,75;1199758;11946383,866984334;10746625,866984334;124,3822438308372
1-709663551;2;¥¥¢¡¥¤;¤;0,16666666666666663;0,16666666666666663;0,25;3218;2403880,9276316175;2400662,9276316175;27,78545055129187
1-709802751;2;¤;¢¥¢¥¤;0,19999999999999996;0,19999999999999996;0,33333333333333326;49;7353848,948737449;7353799,948737449;85,11342533260937
1-709802861;2;¥¥¤;¥¡¥¤;0,75;0,75;0,6666666666666666;2403798;12023638,322048265;9619840,322048265;111,34074446815121
1-710114300;2;¥¡¢¥¢¥¢¥¤;¥¡¥¤;0,4444444444444444;0,4444444444444444;0,75;3278535;12241008,266292693;8962473,266292693;103,73232947098025
1-712856449;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;616796;11240568,640622608;10623772,640622608;122,9603314886876
1-713106267;2;¤;¤;1,0;1,0;1,0;812;1963548,7237001737;1962736,7237001737;22,71686022801127
1-715638561;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;3437;11589362,96702436;11585925,96702436;134,09636535907825
1-715660478;2;¥¤;;0,0;0,0;0,0;1124384;0,0;1124384,0;13,013703703703703
1-715860062;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;749308;11810083,110421935;11060775,110421935;128,01823044469833
1-716154984;2;¤;¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¢¥¤;0,052631578947368474;0,052631578947368474;0,33333333333333326;1124837;28234861,968155444;27110024,968155444;313,77343713142875
1-716571976;2;¥¢¥¤;;0,0;0,0;0,0;312790;0,0;312790,0;3,62025462962963
1-717122893;2;¥§¤;¥¡¥¤;0,5;0,5;0,5;3538930;11639725,952803144;8100795,952803144;93,75921241670306
1-717222893;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;88418;11963055,78408705;11874637,78408705;137,43793731582235
1-717275094;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;86268;11457753,618095137;11371485,618095137;131,61441687610113
1-717713590;2;¤;¤;1,0;1,0;1,0;10;1540302,0507938864;1540292,0507938864;17,827454291595906
1-718031374;2;¤;¤;1,0;1,0;1,0;14;1974979,3634594153;1974965,3634594153;22,858395410409898
1-718056641;2;¤;¥¤;0,5;0,5;0,5;2422270;7967247,076577278;5544977,076577278;64,17797542334813
1-718960811;2;¤;¤;1,0;1,0;1,0;1831357;8924055,46403538;7092698,464035381;82,0914174078169
1-718973785;2;¥§¤;¥¡¥¤;0,5;0,5;0,5;2791080;10987978,200961318;8196898,200961318;94,87150695557081
1-719199254;2;¤¥¤¥¤¥¤;¤;0,1428571428571429;0,1428571428571429;0,5;2323701;2585180,020099214;261479,0200992138;3,0263775474446044
1-720000146;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;715554;11678367,996081516;10962813,996081516;126,88442125094348
1-720069371;2;¥§¥§¤;¤;0,19999999999999996;0,19999999999999996;0,33333333333333326;2318300;9648943,617301444;7330643,617301444;84,84541223728523
